attore,stato,leva,dominio,dove_persiste,cosa_cambia,dove_ui,se_la_togliamo
nessuno,viva,nutrition_fdc_food_tags — tag di dieta/slot/famiglia usati dal motore vivo (nessun pannello),superfici_admin,"public.nutrition_fdc_food_tags (8107 righe): food_family, diet_profile, diet_exclude, slot_fit, macro_dominant, meal_course…","Determina quali alimenti del pool FDC generale sono ammessi per una dieta, per uno slot e per un ruolo. Governa anche le esclusioni per classe allergenica dell'atleta.",nessuna UI. Popolata da apps/web/scripts/classify-fdc-foods-batch.ts e classify-fdc-foods-ai-batch.ts,Cadrebbero filtro dieta ed esclusioni allergeniche sul pool FDC generale (i cibi del catalogo menù resterebbero coperti dai flag espliciti).
nessuno,viva,nutrition_fdc_foods — macro reali usate dal motore vivo (nessun pannello),superfici_admin,"public.nutrition_fdc_foods (8211 righe): kcal_100g, carbs_100g, protein_100g, fat_100g e micronutrienti",E' la fonte VERA delle macro per 100 g con cui il motore calcola i grammi di ogni alimento. Un errore qui si vede direttamente nel piatto dell'atleta.,"nessuna UI. Toccata in LETTURA da un solo endpoint admin (api/admin/menu-foods/route.ts:70, per validare il fdc_id) e popolata da script: apps/web/scripts/impor","Il motore non avrebbe piu' macro: e' il cuore del dato. Il buco vero e' l'opposto — manca la UI per correggerla, mentre esiste (inutile) quella per fdc_food."
nessuno,viva,nutrition_supplement_catalog — catalogo integratori mostrato all'atleta (nessun pannello),superfici_admin,"public.nutrition_supplement_catalog (48 righe: brand, product, category, product_url, image_url, format, functional_focus, timing, carbohydrate_g_per_serving, n","E' l'elenco di integratori/prodotti fueling che l'atleta si vede proporre, con ordine e stato attivo decisi riga per riga. Non entra nel piano alimentare (il motore non lo legge).",nessuna UI admin. Curabile solo via SQL. Consumato dalla pagina Nutrizione dell'atleta,L'elenco tornerebbe alla costante statica FUELING_PRODUCT_CATALOG (comportamento invariato ma non curabile senza deploy). E' l'unico dato nutrizionale curabile che non ha ne' pannello ne' motore.
nessuno,parziale,Numero di pasti preferito (preferred_meal_count),superfici_atleta,athlete_profiles.preferred_meal_count (integer),"E un fallback: se il giorno non ha meal_count_mode, e la distribuzione implica 6 pasti, forza 6 slot.",nessuna UI — nessun input lo scrive nel tab Alimentazione; ProfilePageView.tsx:545 lo invia da uno stato form che nessun campo modifica,Praticamente gratis dal punto di vista dell'atleta (non puo toccarla). Se sparisse resterebbe il default '4' di resolve-nutrition-diet-day.ts:421.
nessuno,parziale,Numero pasti preferito (athlete_profiles.preferred_meal_count),leve_morte,athlete_profiles.preferred_meal_count (colonna),"Quasi nulla: un solo effetto, convertire un giorno da 4 a 6 pasti se la distribuzione implica gia 6 pasti.","NESSUNA UI - default hardcoded '4' (ProfilePageView.tsx:173), riletto a :407 e salvato a :546","Praticamente nulla: e ridondante rispetto a meal_count_mode del giorno, e il suo valore non l'ha mai scelto un umano."
nessuno,parziale,"Parametri fueling manuali (CHO g/h, ml/h, sodio mg/h, durata e intensita' sessione, cofattore)",calcolo_automatico,"athlete_profiles.nutrition_config -> fueling {cho_g_h, fluid_ml_h, sodium_mg_h, session_duration_min, session_intensity_pct_ftp, cofactor}",cho_g_h sarebbe il target CHO/ora in seduta ma serve solo da ripiego quando il solver non produce un valore (cioe' senza allenamento). fluid_ml_h e sodium_mg_h alimentano pacchetti fueling e tessere operative. session_duration_min e session_intensity_pct_ftp valgono solo se il giorno non ha nessuna seduta. cofactor non e' letto da nulla.,"nessuna UI di modifica (caricati a NutritionPageView.tsx:1708-1715, riscritti a :2804-2809 e :2962-2967)","Praticamente gratis: nessuno puo' impostarli e in produzione sono tutti ai default. Va solo tenuto un valore di ripiego per il caso 'nessuna seduta', oppure si accetta che senza seduta non ci sia fueling. `cofactor` si puo' togliere subito."
nessuno,parziale,Strategia pasti (meal_strategy),leve_morte,nutrition_config.meal_strategy (25 profili) e nutrition_config.meal_plan.meal_strategy (0 profili),"Quasi nulla: e un secondo modo, legacy, di dire quanti pasti, usato solo se il giorno non e configurato in week_plan - cioe mai, con i dati attuali.","NESSUNA UI nel Profilo (default hardcoded '3-meals' a ProfilePageView.tsx:161, riletto :395, salvato :494); riscritta anche da NutritionPageView:2944 col botton",Va tolto insieme a readFromLegacyRoot e alle chiavi caloric_split/macro_split di radice: sono lo stesso blocco legacy.
nessuno,parziale,caloric_split e macro_split alla radice di nutrition_config (fallback legacy senza UI),leve_morte,athlete_profiles.nutrition_config.caloric_split e .macro_split (24 profili su 41),Sono il fallback di readFromLegacyRoot quando il giorno non e configurato in week_plan. Con i dati attuali quel ramo non si imbocca MAI.,NESSUNA - form.caloric_split_* e form.macro_*_pct esistono nello stato ma non hanno alcun input,"Va tolto insieme al ramo readFromLegacyRoot, altrimenti si rimuove il fallback lasciando il lettore. Nota: il sanitizer apps/web/lib/profile/sanitize-nutrition-config-percents.ts:35 (ROOT_PROTECTED_KEYS) li protegge come scelte del coach - protegge dei default."
nessuno,parziale,nutrition_config.meal_plan_engine — override motore per singolo atleta,superfici_admin,"athlete_profiles.nutrition_config (jsonb), chiave `meal_plan_engine`","In teoria fa girare un motore diverso per un singolo atleta (usato per il rollout shadow/QA). In pratica: stessa limitazione del flag globale, e nessun atleta lo ha impostato.",nessuna UI: nessun componente scrive questa chiave. Si imposta solo con SQL a mano,Nulla: e' gia' inutilizzata. E' il primo candidato alla cancellazione fra le leve di motore.
nessuno,inerte,Abilita in cucina (cooking_skill),leve_morte,athlete_profiles.nutrition_config.cooking_skill (25 profili),Nulla.,NESSUNA UI - default hardcoded 'intermediate' (ProfilePageView.tsx:175),Nulla.
nessuno,inerte,Fabbisogno giornaliero manuale legacy (daily_kcal),calcolo_automatico,athlete_profiles.nutrition_config -> meal_plan.daily_kcal,"Nulla in pratica. Sarebbe il fabbisogno impostato a mano (default 3000 kcal), usato solo se il solver non produce nulla — ma quando il solver non produce nulla il profilo non e' caricato, e senza profilo non ci sono nemmeno gli slot da riempire.",nessuna UI di modifica (solo lettura a NutritionPageView.tsx:1680),"Gratis. E' il residuo di una versione in cui il fabbisogno si scriveva a mano, oggi degradato a eco write-only del solver."
nessuno,inerte,Flag «giorno gara» alla radice della routine (routine_config.race_day),leve_morte,"athlete_profiles.routine_config.race_day (booleano, 25 profili)",Nulla. Il riconoscimento del giorno gara usa un'altra chiave (week_plan[giorno].day_mode).,"NESSUNA UI - default hardcoded 'false' (ProfilePageView.tsx:155), riletto a :389, salvato a :477",Nulla. Non era nemmeno la trappola che il mappatore temeva: non c'e nessuna spunta che l'atleta possa mettere.
nessuno,inerte,Obiettivo del piano (nutrition_plan.goal),schema_db,"nutrition_plan.goal (text, nullable) — 174 righe, tutte NULL",Nulla: è un campo di output previsto e mai riempito.,nessuna UI,"Niente. Nota: sarebbe il posto naturale dove registrare la scelta iper/normo/ipo del coach al momento della generazione, ed è vuoto — se il modello nuovo mette la direzione calorica in mano al coach, questa colonna è già pronta."
nessuno,inerte,Preferenza cibo fatto in casa (home_cooked_preference),leve_morte,athlete_profiles.nutrition_config.home_cooked_preference (25 profili),Nulla.,NESSUNA UI - default hardcoded true (ProfilePageView.tsx:176),Nulla.
nessuno,inerte,"Seconda seduta e orari/durata allenamento alla radice della routine (training_2, second_session, training_slot, training_duration_minutes, training_1)",leve_morte,athlete_profiles.routine_config.training_slot / .second_session / .training_duration_minutes / .training_1 / .training_2,"Nulla per la nutrizione. Il contesto allenamento del piano viene da planned_workouts (route-prep.ts:75-79) e, in subordine, da routine_config.week_plan[giorno].","NESSUNA UI - default hardcoded (ProfilePageView.tsx:153-160), riletti a :387-394, salvati a :475-489",Nulla per Nutrition. Verificare prima il dominio Training (non e questo dominio).
nessuno,inerte,"Tabelle piano legacy plurali (nutrition_plans, meals)",schema_db,"nutrition_plans (fra cui constraints_snapshot jsonb, kcal_target, carbs_g_target, proteins_g_target, fats_g_target) e meals — 0 righe entrambe",Nulla.,nessuna UI,Niente. Sono le «tabelle-trappola» che fanno sbagliare bersaglio a chi legge lo schema — droppare per prima cosa.
nessuno,inerte,Tempo di preparazione (prep_time_minutes),leve_morte,"athlete_profiles.nutrition_config.prep_time_minutes (25 profili su 41, cioe tutti quelli con nutrition_config)",Nulla. Nessuna ricetta viene scelta in base al tempo.,NESSUNA UI - non esiste alcun input; e un default hardcoded '45' (ProfilePageView.tsx:174) che fa round-trip DB->form->DB,Nulla. Nemmeno dati utente da salvare: il valore non l'ha mai scelto nessuno.
nessuno,inerte,Vincoli nutrizionali dedicati (tabella nutrition_constraints),schema_db,"nutrition_constraints.{diet_type, intolerances, allergies, excluded_foods, excluded_supplements, preferred_foods, preferred_meal_count, timing_constraints, adap","Nulla oggi: la tabella è vuota, quindi ogni lettura restituisce null.",nessuna UI di scrittura per i vincoli; l'unico write è NutritionPageView.tsx:3003 (upsert del solo adaptation_adherence_opt_in),Niente: 0 righe. È schema duplicato che fa sbagliare bersaglio a chi legge lo schema. Attenzione: NutritionPageView.tsx:3003 fa un upsert su questa tabella (l'opt-in adesione) — quel pezzo va spostato prima di droppare.
nessuno,inerte,caloric_split a livello giorno (alias legacy della distribuzione),schema_db,"athlete_profiles.nutrition_config -> week_plan[wd].caloric_split {breakfast_pct, lunch_pct, dinner_pct, snacks_pct}",Sarebbe un secondo modo di dire la distribuzione calorica dello stesso giorno; il resolver lo legge come alias se caloric_distribution manca.,nessuna UI,Niente. Ramo di compatibilità senza dati a cui applicarsi. Va tolto anche da DAY_PROTECTED_KEYS (sanitize-nutrition-config-percents.ts:32).
nessuno,inerte,meal_plan.caloric_split / meal_plan.macro_split / meal_plan.meal_strategy (legacy annidato),schema_db,"athlete_profiles.nutrition_config -> meal_plan.{caloric_split, macro_split, meal_strategy}","Ancora un altro livello di fallback per distribuzione, macro e numero pasti.",nessuna UI,Niente. Va tolto anche il blocco 2 di sanitize-nutrition-config-percents.ts:113-125 e MEAL_PLAN_PROTECTED_KEYS (:38).
nessuno,inerte,nutrition_config.meal_plan_engine — override per-atleta del motore (v1 | v2 | shadow | db),superfici_coach,athlete_profiles.nutrition_config -> meal_plan_engine (stringa),"In teoria cambierebbe il motore per quell'atleta, incluso il ramo `db` che compone il piano con una RPC Postgres.",NESSUNA. Nessun componente lo scrive: impostabile solo via SQL diretto,"Gratis, senza le riserve che il mappatore si teneva: la RPC alternativa non risolverebbe nulla."
nessuno,inerte,nutrition_slot_assembly — schema di assemblaggio pasto del motore Postgres,superfici_admin,"public.nutrition_slot_assembly (17 righe: slot, role_order, lever, slot_fit_tag, macro_tag, course_tag, target_density_100g)",Nulla oggi. Nel motore Postgres definirebbe quali ruoli compongono ogni pasto e con quale densita' target. Il V2 vivo ha lo stesso concetto ma cablato in TypeScript.,"nessuna UI, nessuna route, nessun file del repo la nomina","Nulla, purche' si elimini insieme tutto il motore Postgres (fn_select_food + generate_plan + fdc_food_tagged + nutrition_engine_config + il ramo engine='db' della route Next)."
nessuno,inerte,preferredFuelingBrands (marche di integratori preferite),contratto_motore,non persiste da nessuna parte,"nulla: nessun chiamante lo passa mai, quindi vale sempre []",nessuna UI,"nulla. NB: le marche preferite ESISTONO altrove (athlete_profiles.supplement_config.selected_brands, letto da NutritionPageView.tsx:1725 per il catalogo Fueling): questo campo e un doppione mai cablato"
nessuno,inerte,strategyKind (strategia esplicita: maintenance/load/deload/recovery/race/custom),contratto_motore,non persiste,"potrebbe scavalcare l'inferenza per regex da trainingDayLines e imporre il template macro g/kg. Nessun chiamante di produzione lo passa, quindi la strategia e SEMPRE dedotta dal testo",nessuna UI,nulla — ma e il punto di aggancio naturale se un giorno si volesse una leva esplicita al posto della regex sulle righe di training
sistema,viva,Aggiustamenti giornalieri (nutrition_daily_adjustment: reintegro / riduzione),schema_db,"nutrition_daily_adjustment (athlete_id, date, kind default 'reintegration', extra_kcal, extra_carbs_g, extra_water_ml, extra_supplements, reason, source) — 8 ri","Aggiunge (o toglie) kcal, carboidrati, acqua e integratori DOPO che il piano è stato generato: non modifica la generazione, modifica ciò che viene mostrato e sommato.",nessuna UI di impostazione; il risultato appare in Oggi e in Nutrizione,"Si perde il loop adattivo post-allenamento. Non è una manopola manuale: è automatismo, coerente con il modello nuovo. Ma va riparata la select prima di fidarsi dei numeri."
sistema,viva,BMR — cascata automatica a 3 metodi,calcolo_automatico,"athlete_profiles.weight_kg, height_cm, birth_date, sex, body_fat_pct (nessuna colonna per il BMR: ricalcolato ogni volta)","E' il fondo del fabbisogno. Con body_fat_pct presente usa Cunningham (500 + 22 x massa magra); senza, Mifflin-St Jeor; senza altezza/eta' cade su peso x 22; senza peso da' 0.","nessuna UI (input in Profilo -> Personale: peso, altezza, data nascita, sesso, massa grassa)","Non si puo' togliere. Semmai va tolta la scelta implicita dell'atleta di non inserire la massa grassa, che oggi cambia formula in silenzio (e con essa fa sparire la calibrazione atletica, vedi leva successiva)."
sistema,viva,Banda evidence CHO/ora e tier di capacita' (base / high / elite),calcolo_automatico,nessuna persistenza,"Mette pavimento e tetto fisiologico ai grammi di CHO/ora in seduta, indipendentemente dalla matematica calorica. Tier 'high' con >=75 min e (potenza >=250 W o FTP/kg >=4.2 o VO2max >=60); 'elite' con >=60 min, >=300 W e (FTP/kg >=4.8 o VO2max >=68).",nessuna UI di modifica (mostrata come banda '60-90 / 90-110 / 120-130 g/h'),Si perde la sicurezza fisiologica sul fueling: la pura matematica calorica puo' produrre 150+ g/h su sedute lunghe. Da NON togliere.
sistema,viva,Bundle Edge nutrition-v2-engine.mjs come copia del motore in-repo,leve_morte,/Users/antoninonocera/empathy/supabase/functions/generate-meal-plan/nutrition-v2-engine.mjs (9.595 righe committate),"E il motore che gira davvero. Se non lo si rigenera dopo un cambio ai sorgenti, il piano vero diverge dal codice che si legge.",nessuna,"Non si toglie: e il motore. Va pero trattato come artefatto di build e non come sorgente - oggi coincidono, ma nulla nel repo impedisce a un futuro cambio in apps/web/lib/nutrition/** di non essere ribuildato, e in quel caso primario e fallback girerebbero codice diverso in silenzio."
sistema,viva,Eseguito che sovrascrive il pianificato (giorno effettivo),calcolo_automatico,executed_workouts (duration_minutes / tss / kcal / trace_summary) vs planned_workouts,"Se esiste almeno un allenamento ESEGUITO con segnale energetico vero (TSS o kcal > 0), il fabbisogno del giorno si basa su quello e ignora il pianificato. Un eseguito 'stub' a zero non maschera il piano.",nessuna UI di scelta,Il piano resterebbe ancorato a cio' che era previsto anche dopo che l'atleta ha fatto altro. E' meta' dell'adattivita' del sistema (l'altra meta' e' il reintegro).
sistema,viva,Le due superfici coach (non esiste una «pagina coach» della nutrizione),superfici_coach,non persiste: e' il montaggio delle viste,"Determina COSA il coach vede. Il 90% delle manopole vive nel Profilo (tab Alimentazione -> Dieta); nella pagina Nutrizione il coach ha quasi nulla, perche' i controlli che sembrano suoi sono gated a platformAdminView.","apps/web/components/athlete-scope/ScopedAthleteModuleView.tsx:66-88 — /athletes/[athleteId]/nutrition monta NutritionPageView subRoute=""meal-plan"", /athletes/[a","Non e' una leva da togliere ma il contenitore da capire prima di togliere le altre: qualunque manopola si elimini, si elimina dal Profilo, non da Nutrizione. E il coach oggi non ha alcun controllo sulle voci del piano generato."
sistema,viva,Lettura del profilo atleta lato server (il guasto che governa tutto il resto),calcolo_automatico,athlete_profiles (query di lettura),"Il select fallisce e il motore server-side lavora su un atleta fantasma: peso 70 per il solver ma NULL per l'idratazione persistita, FTP 250, lifestyle 'moderate', Profilo Diet 'non configurato', diet_type nullo, esclusioni cibo dal DB perse, motore per-atleta non selezionabile. Nel percorso browser il danno e' mascherato (il server ricade sui target del client); nei percorsi headless il BMR viene",nessuna UI,"Non e' una leva da togliere, e' il presupposto di ogni misura. Ma la fix ha un effetto collaterale da governare PRIMA: appena il profilo torna leggibile, dietDay.configured diventa vero, build-meal-plan-v2-production.ts:119 smette di usare i target del client e passa a requirements.energy.mealsKcal "
sistema,viva,Orari pasto piatti di root (routine_config.meal_times),schema_db,"athlete_profiles.routine_config -> meal_times {breakfast, lunch, dinner, snack_am, snack_pm, snack_evening}","È il fallback PER CHIAVE quando un giorno del week_plan non ha quell'orario, e la base per il calcolo di soppressione spuntini.",nessuna UI dedicata (copia piatta scritta insieme al week_plan),Non è gratis: ogni giorno con un orario mancante ricadrebbe sui letterali hardcoded (07:30/13:00/20:00/10:30/16:30/22:30 in request-builder:48-53). Semmai va derivato dal week_plan invece che salvato in doppia copia.
sistema,viva,"Quota pasti vs fueling (mealTrainingFraction, default 40%)",calcolo_automatico,nessuna persistenza; puo' salire a 0.44/0.48 dai segnali recovery/bioenergetica,"Decide quanta energia della seduta finisce nei PASTI e quanta nella finestra peri-allenamento. Con 0.4 i pasti coprono BMR + lifestyle + 40% del training. Recupero scarso -> 0.48 (piu' cibo, meno gel).",nessuna UI di modifica (compare come riga di razionale),Il 60% dell'energia della seduta resterebbe non allocato o finirebbe tutto nei pasti: cambia sostanzialmente la dimensione dei pasti nei giorni lunghi.
sistema,viva,"Reintegro post-allenamento (loop adattivo, aggiunta)",calcolo_automatico,"nutrition_daily_adjustment (kind='reintegration', extra_kcal, extra_carbs_g, extra_water_ml, extra_supplements, source='device_active')","Gira il solver due volte, con e senza il consumo reale del device. Se la differenza sui pasti supera 150 kcal aggiunge un EXTRA sopra il piano: kcal = delta, carboidrati = 60% dell'extra / 4, acqua = (extra/600) x 700 ml arrotondata a 50, piu' elettroliti se acqua >= 900 ml e proteine se extra >= 400 kcal con allenamento. Reversibile.","Oggi, card aggiustamenti; nessun controllo di modifica","Si perde l'unico meccanismo che reagisce a 'oggi ho speso piu' del previsto'. MA VA TARATO: nel confronto il BMR si semplifica (stimato = BMR+L+0,4T, osservato = BMR+A-0,6T, delta = A-L-T) e resta fuori SOLO la quota lifestyle L, che con il profilo rotto e' 0. Verificato: 21ac881a (60 kg, 175 cm, 20"
sistema,viva,"Riduzione per allenamento saltato (loop adattivo, sottrazione)",calcolo_automatico,"nutrition_daily_adjustment (kind='reduction', extra_kcal negativo, source='skipped_workout')","Se un allenamento programmato ha la finestra oraria passata (orario + durata + 90 min di margine) e non ha un eseguito collegato, toglie dai pasti ANCORA DA CONSUMARE la quota-pasti attribuibile a quella seduta, capata dalla capacita' residua. Sotto 120 kcal non fa nulla. Reversibile.","Oggi, card aggiustamenti; nessun controllo","Il piano continuerebbe a proporre le calorie di un allenamento non fatto. Ma zero scritture in produzione: prima di tenerlo va capito perche' non scatta mai (senza orario in routine_config una seduta non viene MAI dichiarata saltata, reduction-run.ts:125 — e il routine_config lato server e' nullo)."
sistema,viva,"Ripianificazione settimanale automatica (martedi', settimana successiva)",calcolo_automatico,nutrition_plan / meal / meal_item (replace per data),"Rigenera i 7 giorni della settimana PROSSIMA (mai la corrente) per gli atleti con piano recente e diritto d'uso, applicando il fattore TDEE e accumulando la memoria di rotazione degli alimenti giorno per giorno.",nessuna UI (job),"Sparisce la generazione anticipata: l'atleta vedrebbe il piano solo aprendo la pagina. ATTENZIONE ALLA QUALITA': gira su profilo nullo, quindi BMR 0 e pasti ai grammi minimi del compositore — verificato su 21ac881a 2026-08-09 (nessun allenamento), dove i kcal_target persistiti 651/728/590/317 non de"
sistema,viva,Routine idratazione dentro il meal plan (formula parallela e divergente),calcolo_automatico,nessuna persistenza (solo nella risposta del piano),"Calcola un SECONDO totale giornaliero con una formula completamente diversa: max(2200, min(4200, kcalPasti x 0.62 + 1350)) piu' un extra allenamento di 720 ml fisso (o durata x 11 ml se legge i minuti dal testo delle righe allenamento), poi riscala le finestre orarie per farle tornare a quel totale.",Piano -> pannello finestre di idratazione (NutritionMealPlanView.tsx:475-478),"Sparisce il dettaglio delle finestre di bevuta con sodio/potassio/magnesio. Ma il totale che produce NON coincide con quello persistito in nutrition_plan.hydration_ml_target ne' con quello della card 'Quanto bere oggi': sono tre verita' diverse sulla stessa cosa, due delle quali nella stessa scherma"
sistema,viva,Seduta sintetica di ripiego (240 min all'86% FTP),calcolo_automatico,"nessuna persistenza diretta, ma il suo effetto FINISCE in nutrition_plan.hydration_ml_target","Se il V2 non trova sedute pianificate ma la request contiene righe di allenamento o slot soppressi, INVENTA una seduta di 4 ore all'86% dell'FTP. Con l'FTP di default 250 W sono ~2600 kcal di allenamento inventate e 2600 ml di idratazione extra.",nessuna UI,"Sparisce una seduta di 4 ore inventata che oggi gonfia l'idratazione di 2,6 litri per chiunque abbia solo allenamenti importati e nessun pianificato. Va sostituita con 'nessuna seduta' (zero fueling) oppure con la potenza derivata dal TSS, che il sistema sa gia' calcolare (day-reality-context.ts:80 "
sistema,viva,Slot soppressi automaticamente in finestra allenamento (suppressedSlots),leve_morte,nessuna (campo del request),Toglie davvero gli spuntini che cadrebbero dentro la seduta: quegli slot escono con items vuoti e totali a zero.,nessuna UI di impostazione (derivano da orari routine + sedute),Ricompaiono spuntini programmati durante l'allenamento. Da tenere.
sistema,viva,"Soppressione spuntini in finestra allenamento, pasto post-workout e slittamento pranzo",calcolo_automatico,nessuna persistenza (ricalcolato a ogni generazione da routine_config + planned_workouts),Se uno spuntino cade nella finestra di allenamento viene tolto dal piano (l'energia va nel fueling) e appare come 'Fueling in seduta'. Il primo pasto dopo la seduta viene marcato post-workout e composto di conseguenza. Il pranzo slitta in avanti se l'allenamento finisce tardi (gap 30 min).,nessuna UI (gli orari vengono da Profilo -> Routine),Si tornerebbe a proporre uno spuntino mentre l'atleta e' in bici. E' esattamente il tipo di intelligenza automatica che giustifica il prodotto.
sistema,viva,Tag dietetici degli alimenti (nutrition_fdc_food_tags.diet_profile / diet_exclude),schema_db,"nutrition_fdc_food_tags.{diet_profile, diet_exclude, food_family, meal_course, meal_role, macro_dominant, slot_fit, amino_profile, nutrient_density} — 8.107 rig",diet_profile decide quali alimenti entrano nel pool per il tipo di dieta; diet_exclude è il meccanismo con cui le classi allergeniche escluderebbero famiglie intere.,"nessuna UI (classificatore automatico, classifier_version = empathy_v2_rules_v1)",Si rompe l'intero motore V2 (i pool nascono da qui) e si perde la capacità di escludere per classe. Non è una manopola: è l'infrastruttura.
sistema,viva,athleteId,contratto_motore,non persiste come campo del request; e la chiave athlete_profiles.id e nutrition_plan.athlete_id,"identifica l'atleta e, con planDate, genera il seed FNV-1a che sposta l'ORDINE di preferenza dei pool staple: atleti diversi nello stesso giorno ricevono cibi diversi",nessuna UI (derivato da sessione/scope atleta) — /Users/antoninonocera/empathy/apps/web/modules/nutrition/views/NutritionPageView.tsx:2022,"impossibile: senza athleteId non c'e gate di accesso, ne persistenza, ne rotazione"
sistema,viva,"nutrientBoostTargets (micronutrienti da potenziare, dai cofattori dei pathway)",contratto_motore,non persiste,"cambia DAVVERO gli alimenti, ma SOLO su colazione e spuntini: applyPathwayAdvice fa max 1 aggiunta di alimento canonico mirato al nutriente sugli slot non-principali; su pranzo/cena produce solo note testuali. Alimenta inoltre il rollup target-vs-assunto del giorno",chip Boost richiesti nel piano; origine in modules/nutrition/views/sections/IntegrationSection.tsx,"spariscono gli alimenti aggiunti per micronutriente su colazione/spuntini, le note pathway sotto i pasti e il rollup target-vs-assunto"
sistema,viva,pathwayModulation (view model completo delle vie metaboliche attive),contratto_motore,non persiste,"due usi reali: decide a quale slot si applica ogni boost di nutriente, e alimenta il pianificatore giornaliero di integratori, che AGGIUNGE item agli slot",nessuna UI di input; calcolato in NutritionPageView e passato a request-builder.ts:279,spariscono gli item di integrazione dai pasti e i boost perdono la logica di quale pasto colpire
sistema,viva,performanceIntegration.fuelingChoScale (moltiplicatore CHO intra-seduta),contratto_motore,non persiste,"scala i grammi di CHO intra-seduta e quindi le kcal di fueling, che vengono SOTTRATTE dalle kcal pasti. Sposta energia tra finestra fueling e pasti",mostrato in NutritionPageView.tsx:1967 e nel pannello trasparenza fisiologia (origine: bioenergetica + recovery + diario),il CHO intra resta al valore da substrati puro; le kcal pasti cambiano di poco (clamp 0.82-1.12 in performance-integration-scaler.ts)
sistema,viva,suppressedSlots (pasti che cadono dentro la finestra di allenamento),contratto_motore,non persiste; il pasto soppresso semplicemente non viene scritto in `meal` (persist-v2-plan-to-db.ts:31 filtra gli slot senza item),lo slot esce vuoto dal composer e in UI diventa il placeholder Fueling in seduta che rimanda al modulo Fueling. Blocca anche l'applicazione dei boost pathway su quello slot,nessuna UI; calcolato in request-builder.ts:115-121 (computeSnackSlotsSuppressedByTrainingWindow) + slot soppressi da gara,il piano proporrebbe uno spuntino alle 10:30 nel mezzo di un long ride 9:00-13:30
sistema,viva,trainingDayLines (righe descrittive dell'allenamento del giorno),contratto_motore,non persiste; derivano da planned_workouts,"TRE cose reali: (1) determinano la strategia del giorno (maintenance/load/recovery/race) che sceglie il template CHO/PRO/FAT in g/kg; (2) solo SE il DB non ha planned_workouts, da queste righe si estraggono per regex potenza e durata; (3) fissano l'extra idratazione mostrato",nessuna UI diretta; costruite in NutritionPageView.tsx:1946 (trainingDayLinesForMealPlan) dal calendario training,"la strategia collassa sempre su maintenance (CHO 3-5 g/kg). Attenzione doppia: (a) il riconoscimento e per regex su testo IT/EN, fragile per costruzione; (b) daily-nutrition-requirements.ts:243-245 inventa una seduta finta da 240 min a 86% FTP se trainingDayLines e non vuoto ma nessuna regex ha matc"
sistema,viva,weeklyStapleCounts (memoria settimanale delle famiglie alimentari),contratto_motore,localStorage del browser + ricalcolata dal DB (loadWeeklyStapleCountsFromDb su nutrition_plan/meal/meal_item della settimana),"penalizza o esclude gli alimenti gia usati nella settimana: sopra la soglia MAX l'alimento e scartato (score -5000), sopra il target perde 120 punti, altrimenti -80 per uso. E il motore della varieta settimanale",nessuna UI; accumulata in localStorage (NutritionPageView.tsx:2066-2068) e fusa server-side dai piani gia persistiti della settimana ISO,il piano ripete gli stessi alimenti tutta la settimana
sistema,parziale,Calibrazione atletica del BMR da VO2max e FTP (+0..+5%),calcolo_automatico,"physiological_profiles.vo2max_ml_min_kg, physiological_profiles.ftp_watts",Alza il BMR fino al 5% per VO2max > 45 e/o FTP/kg > 3.2. Si applica SOLO nel ramo Mifflin: chi inserisce la massa grassa perde la calibrazione senza saperlo.,nessuna UI (VO2max/FTP vengono da Fisiologia),"Sparisce fino al 5% di BMR per i soli atleti senza massa grassa. Effetto piccolo ma asimmetrico tra atleti, cioe' peggio di un effetto nullo."
sistema,parziale,Dial di integrazione performance (recovery/bio -> nutrizione),calcolo_automatico,nessuna persistenza (ricalcolata a ogni load),"Sei dial automatici da bioenergetica, semaforo adattamento, contesto operativo training e diario: trainingEnergyScale (0.35-1.02), mealTrainingFraction (0.40/0.44/0.48), fuelingChoScale (0.82-1.12), proteinBiasPctPoints (0-6, tolti ai grassi), hydrationFloorMultiplier (1.00-1.12), sessionFluidMultiplier (1.00-1.08).","Nutrizione -> sezione Integrazione, solo righe di razionale; nessun controllo","Togliere trainingEnergyScale e hydrationFloorMultiplier: gratis, e anzi doveroso perche' oggi il prodotto STAMPA all'utente due modulazioni che non applica. Togliere gli altri quattro: si perde la modulazione su recupero e bioenergetica, cioe' il pezzo 'intelligente' che giustifica il prodotto."
sistema,parziale,Fattore di correzione TDEE settimanale (imparato dal device),calcolo_automatico,nessuna persistenza: calcolato al volo e usato solo dentro la run,"Confronta, sugli ultimi 7 giorni con dato device, il consumo osservato con il fabbisogno stimato e ne ricava un moltiplicatore (media dei rapporti, clamp 0.90-1.15, 2 decimali). Servono almeno 3 giorni con dato, altrimenti 1.0.",nessuna UI (visibile solo nella risposta JSON del cron),"Oggi si perde poco di affidabile. Ma e' l'unico pezzo di 'apprendimento' del sistema: prima si ripara (BMR reale + lifestyle) e si misura, poi si decide."
